지역,업종,사업체규모,연차휴가부여,연차휴가사용,연령대,성별,학력,직업,월평균소득구간
17,13,4,15,10,20대,2,4,3,3
13,9,6,22,15,40대,2,3,1,4
9,10,3,15,10,20대,1,4,3,3
11,2,6,16,8,30대,1,3,7,3
1,11,2,11,3,30대,2,4,3,2
3,7,2,23,0,40대,1,4,4,5
12,2,4,20,0,40대,2,2,7,4
2,11,2,15,0,40대,2,4,3,3
13,2,5,15,14,50대,1,4,8,5
1,14,2,0,0,20대,2,2,4,2
1,12,3,15,15,30대,2,2,3,3
10,1,3,15,6.5,40대,2,2,3,3
9,9,3,15,5,20대,2,2,3,2
1,5,6,16,0,20대,2,4,3,2
16,10,2,18,4,40대,1,4,3,4
9,2,4,15,15,20대,1,4,3,3
1,11,2,12,0,40대,2,4,3,3
1,10,6,18,14,40대,1,3,4,3
1,10,2,25,10,40대,1,3,3,6
6,9,2,22,14,40대,1,3,3,3
9,13,3,15,0,60대,1,1,9,2
7,13,3,15,12,30대,1,4,4,3
9,8,2,0,0,50대,1,4,4,5
1,6,2,0,0,20대,2,2,4,2
9,2,2,20,20,30대,2,4,3,3
2,14,6,9,9,40대,1,4,4,2
2,2,4,10,1,30대,2,3,7,2
14,7,2,0,0,40대,1,3,3,4
3,2,3,17,11,30대,1,4,8,2
9,10,4,17,10,30대,1,4,3,4
3,14,6,15,12,40대,2,4,3,4
9,2,4,16,16,30대,1,4,3,5
2,6,6,15,0,20대,1,4,3,3
2,13,6,15,0,30대,1,4,3,3
1,9,5,15,15,40대,1,2,3,4
13,2,5,18,9,40대,1,3,7,5
2,6,6,25,10,40대,2,4,3,4
4,7,3,0,0,50대,2,1,3,3
1,9,4,0,0,30대,2,4,3,3
16,5,4,13,0,40대,1,4,3,3
4,4,3,15,0,30대,2,4,3,2
5,14,2,0,0,30대,2,3,4,3
1,14,3,16,16,20대,2,4,3,2
1,5,6,0,0,30대,1,4,3,4
12,3,3,20,20,40대,1,4,3,4
1,8,3,10,10,20대,2,3,4,3
2,6,6,12,6,40대,2,4,3,4
15,12,5,18,8,30대,1,4,3,3
1,6,5,15,0,30대,2,4,1,3
5,13,5,25,8,40대,1,4,3,3
1,14,3,21,21,50대,2,3,2,3
2,13,6,15,6,30대,1,4,3,3
1,16,6,18,15,40대,2,3,4,4
13,13,6,22,15,40대,2,3,3,3
6,15,2,0,0,50대,1,3,3,4
2,6,6,16,2,20대,1,4,3,6
9,6,4,18,12,50대,1,4,4,5
6,5,2,0,0,30대,1,4,3,2
6,5,2,0,0,20대,2,2,3,2
10,11,3,14,12,50대,1,4,3,3
2,13,6,0,0,20대,2,3,3,2
9,7,6,15,0,20대,1,4,3,3
13,13,6,22,5,40대,2,3,3,3
3,16,3,0,0,40대,2,2,4,3
1,10,6,15,10,20대,2,4,3,3
9,6,2,18,0,20대,1,2,5,2
15,2,3,15,0,50대,2,4,3,5
1,14,5,18,8,20대,2,3,3,2
6,9,3,18,10,30대,1,4,3,3
7,14,5,21,21,20대,2,3,3,3
4,9,3,15,15,20대,2,4,3,3
2,6,6,23,20,40대,2,3,4,5
1,14,2,0,0,20대,2,2,4,2
9,16,4,13,13,30대,1,3,4,3
14,5,2,0,0,40대,2,3,1,3
9,5,2,0,0,40대,2,4,3,3
1,14,3,15,12,30대,1,3,3,2
1,14,2,13,12,50대,2,4,3,5
15,9,3,20,18,50대,2,3,1,3
1,11,3,15,0,50대,1,2,9,3
5,2,3,16,6,20대,1,4,3,3
1,12,2,14,10,30대,1,4,3,3
9,2,3,8,7,40대,1,4,8,4
7,14,2,0,0,30대,2,3,4,3
8,12,6,11,8,50대,2,2,1,3
11,4,3,17,12,30대,2,4,3,3
1,15,6,15,15,20대,2,4,3,2
1,8,3,16,14,60대,2,2,4,3
5,4,6,21,15,40대,1,4,4,4
15,7,2,0,0,30대,1,4,7,3
2,6,6,23,21,30대,2,4,4,4
14,14,4,25,20,40대,2,4,3,3
6,4,4,20,11.5,30대,2,4,3,3
9,6,2,0,0,60대,1,2,5,4
16,5,3,0,0,20대,2,2,7,3
14,3,6,23,22,30대,2,4,3,3
2,7,6,16,8,40대,2,4,3,5
14,4,4,16,16,30대,2,4,3,3
2,6,2,7,7,30대,2,4,3,3
15,2,3,15,15,30대,2,2,3,2
11,4,3,20,20,30대,2,4,3,3
2,7,5,17,14,30대,2,4,3,4
12,13,3,0,0,20대,2,4,3,3
3,8,3,0,0,20대,1,4,4,2
9,8,2,0,0,20대,1,2,4,3
1,6,4,15,15,40대,1,4,3,3
9,15,5,16,16,30대,1,4,3,4
1,16,3,16,0,40대,1,2,7,3
3,14,6,19,19,30대,2,3,3,4
3,8,3,25,25,30대,2,4,4,4
2,11,3,21,16,40대,2,4,3,2
15,14,2,15,15,30대,2,4,3,3
2,6,6,23,18,60대,1,4,3,5
9,5,3,0,0,50대,1,2,7,3
2,4,3,17,0,40대,2,4,4,3
9,8,5,18,16,50대,2,4,4,5
1,14,3,16,16,30대,2,4,2,3
16,10,3,15,0,30대,1,4,3,3
13,10,4,10,2,30대,1,4,3,4
12,6,4,13,13,30대,2,4,3,4
1,5,6,15,0,30대,1,4,3,2
9,14,6,17,10,20대,2,4,3,3
1,5,6,12,12,20대,2,4,3,2
9,15,3,21,9,40대,1,4,3,3
12,3,6,14,10,20대,2,4,3,3
4,6,2,12,12,30대,2,3,5,3
16,12,6,13,8,40대,2,4,2,5
15,14,4,18,10,30대,2,4,3,3
9,16,4,15,14,30대,1,4,4,3
4,7,3,15,10,40대,1,2,1,4
14,14,4,20,16,30대,2,4,3,2
9,4,2,0,0,50대,2,3,3,2
8,3,4,15,15,50대,1,4,3,7
1,15,6,15,15,30대,1,4,2,3
16,7,5,15,10,30대,1,4,3,4
4,7,3,9,7,20대,2,4,3,2
6,6,4,13,0,20대,2,4,3,2
12,2,6,18,7,30대,2,4,3,4
14,4,5,16,6,20대,2,2,3,2
1,14,2,19,19,30대,2,4,3,4
11,1,4,15,14,20대,2,4,3,2
14,2,5,15,5,20대,2,3,3,2
2,8,6,16,6,30대,1,2,4,4
5,10,2,18,18,30대,2,3,3,3
11,4,5,15,8,20대,2,4,3,2
16,14,5,16,8,30대,1,3,4,2
16,5,4,0,0,20대,2,3,3,2
1,14,3,12,0,50대,2,3,3,2
4,2,2,13,8,30대,1,2,8,4
15,13,6,12,12,50대,1,4,3,4
2,15,3,13,13,30대,2,4,3,3
1,14,4,15,15,30대,2,3,2,2
16,6,3,0,0,50대,1,3,5,3
15,5,2,0,0,40대,2,4,3,3
1,12,3,5,0,40대,2,2,3,3
4,8,3,0,0,50대,2,2,4,3
12,2,4,18,10,30대,2,2,3,3
2,7,3,0,0,30대,2,4,3,2
7,12,3,10,10,30대,1,4,8,4
16,5,6,16,0,30대,1,4,3,2
1,6,5,17,6,30대,2,4,3,3
1,7,2,15,10,30대,2,3,3,3
13,6,5,0,0,50대,2,3,3,5
9,6,3,0,0,20대,2,4,5,2
4,1,4,0,0,40대,2,4,3,3
1,14,4,15,15,20대,2,3,3,2
16,5,4,0,0,30대,2,3,3,2
12,1,4,15,15,20대,1,4,3,3
13,15,3,9,2,20대,2,4,3,2
14,3,4,15,15,20대,2,4,3,3
10,1,6,15,15,40대,1,3,3,3
6,16,6,15,14,30대,2,4,4,4
1,13,2,0,0,30대,1,3,7,3
3,9,2,15,15,20대,1,4,3,3
9,14,6,15,10,30대,1,4,4,3
8,3,6,15,15,30대,1,4,3,4
15,8,4,7,0,30대,2,3,4,3
3,14,6,15,4,20대,2,4,3,3
10,1,6,24,5,30대,1,3,3,3
1,14,6,23,15,40대,1,4,1,7
14,10,3,15,13,50대,2,4,4,5
14,12,4,20,2,40대,2,2,3,4
9,2,4,15,0,40대,2,4,3,3
9,14,2,15,10,30대,1,3,1,3
1,16,2,0,0,30대,1,3,4,2
12,2,4,18,9,30대,1,4,3,3
5,12,3,10,10,30대,1,4,3,4
4,7,3,0,0,20대,2,4,3,3
1,15,2,21,3,30대,2,4,2,3
9,12,5,18,10,40대,1,4,3,3
9,6,2,15,5,30대,1,4,3,4
5,13,4,0,0,50대,2,2,3,2
2,4,2,0,0,30대,2,3,3,3
3,12,4,10,10,20대,2,3,3,3
9,2,2,0,0,50대,1,3,1,4
1,14,3,0,0,40대,1,4,2,4
6,5,3,0,0,20대,2,4,3,2
9,2,3,0,0,40대,2,2,3,3
9,4,2,15,8,20대,1,4,3,2
10,2,6,15,7,30대,1,4,3,3
2,6,6,17,5,40대,1,4,3,4
10,2,6,17,8,30대,1,4,3,4
14,14,4,15,8,20대,2,3,3,2
16,15,2,21,10,50대,1,5,3,4
13,5,4,15,15,40대,1,4,1,4
6,6,3,14,8,30대,1,4,5,7
1,8,3,0,0,20대,2,2,4,2
1,4,6,14,0,30대,2,4,4,5
10,10,2,24,4,40대,1,2,3,5
4,11,2,0,0,40대,2,2,1,5
1,15,4,23,8,40대,1,4,1,7
2,2,6,15,12,40대,2,4,3,2
6,9,3,18,17,30대,2,4,3,3
2,16,4,21,10,40대,1,4,3,5
5,12,5,12,12,40대,1,4,3,4
11,12,3,11,11,40대,2,4,3,3
2,13,2,11,9,40대,1,4,4,4
1,11,6,0,0,30대,2,3,3,3
4,2,2,12,0,30대,1,3,3,3
1,12,6,15,10,20대,2,4,3,2
4,10,5,22,14,40대,1,4,3,5
9,2,3,0,0,40대,2,4,7,6
16,8,3,0,0,30대,1,3,4,4
1,12,6,15,10,20대,2,3,3,2
1,10,4,15,0,20대,2,4,3,2
14,6,4,16,13,30대,2,4,3,4
9,9,4,15,15,20대,2,3,3,2
2,15,2,0,0,30대,1,2,4,3
1,10,2,25,22,30대,2,4,5,3
2,2,6,16,8,30대,1,4,3,3
2,12,2,17,17,30대,1,3,3,3
13,2,5,15,12,20대,1,3,7,2
12,2,3,12,0,50대,1,3,3,5
1,16,4,15,15,30대,1,4,3,3
6,5,4,24,0,30대,1,2,3,3
1,5,5,16,0,40대,2,4,3,4
10,9,5,15,0,30대,1,4,3,4
2,7,5,17,17,30대,1,4,3,4
12,13,2,15,10,20대,1,4,3,3
9,7,6,15,15,30대,1,4,3,4
9,13,3,15,0,40대,2,3,3,2
9,1,4,21,20,30대,1,2,3,3
2,6,6,23,18,20대,2,2,4,3
2,2,6,25,13,40대,1,4,8,5
1,2,2,0,0,30대,1,4,3,3
2,8,3,12,6,50대,2,2,4,2
1,9,6,18,18,40대,2,4,3,3
4,2,3,0,0,40대,2,4,3,3
9,2,5,13,7,40대,2,4,3,3
2,6,6,16,10,30대,1,4,3,6
12,2,2,15,10,30대,1,2,3,2
9,2,2,15,11,30대,2,3,3,1
2,8,3,1,1,30대,2,2,4,3
9,6,4,18,9,40대,2,4,4,4
2,2,6,25,14,60대,2,4,3,3
9,13,2,0,0,30대,1,2,3,4
12,2,4,13,10,20대,1,3,7,2
11,4,2,21,3,30대,1,2,8,4
3,5,2,0,0,30대,1,4,3,3
1,16,2,18,18,40대,1,4,2,3
11,12,3,11,8,60대,1,2,2,5
1,9,6,15,15,50대,1,3,1,3
12,14,2,2,2,30대,2,4,3,2
3,5,5,8,4,20대,1,4,3,2
9,2,5,8,8,20대,2,4,3,2
2,16,2,0,0,60대,2,2,3,2
1,14,6,21,11,30대,2,4,2,4
5,9,5,18,5,30대,1,4,3,3
1,13,4,16,10,30대,2,4,3,3
13,2,5,18,16,60대,1,4,3,5
4,1,5,15,10,30대,2,2,3,3
1,11,5,14,12,40대,1,3,1,3
16,14,5,16,0,20대,2,3,4,2
16,8,2,15,0,20대,2,2,4,3
9,5,2,0,0,50대,2,4,3,2
3,3,6,13,0,20대,2,4,3,3
5,14,2,0,0,40대,1,4,3,4
1,6,2,20,20,30대,2,3,3,4
13,2,5,15,10,60대,2,4,3,3
16,7,5,15,15,40대,1,4,3,4
12,6,4,13,10,40대,2,4,3,4
1,14,6,15,0,30대,2,4,4,3
2,8,6,20,0,30대,1,2,4,4
13,10,4,18,5,30대,1,4,3,4
9,2,2,20,14,40대,2,4,3,4
3,15,2,21,8,30대,1,4,3,2
7,2,6,20,0,40대,2,4,3,4
14,14,3,11,11,30대,2,4,4,3
13,3,3,21,0,40대,2,4,3,3
15,11,2,18,0,60대,1,2,8,3
5,6,2,0,0,20대,2,3,4,2
7,14,5,16,8,30대,1,4,3,3
12,2,6,15,11,20대,1,2,8,3
16,5,6,16,0,30대,2,4,3,2
4,11,2,15,0,30대,2,4,3,3
9,6,3,19,18,40대,2,4,3,4
4,8,4,13,13,30대,2,4,4,2
11,2,4,15,4,20대,1,3,3,2
15,13,3,15,0,30대,2,4,3,4
10,3,4,22,5,30대,1,4,3,3
6,6,4,15,5,30대,2,3,3,2
1,12,6,20,10,30대,2,4,3,3
1,14,4,13,13,20대,2,3,3,2
6,8,2,0,0,40대,1,2,4,2
1,6,4,15,15,30대,2,4,3,2
5,13,5,15,15,30대,1,4,3,3
10,5,2,0,0,40대,2,4,3,3
16,12,2,11,0,20대,2,2,3,2
1,4,6,15,15,30대,1,4,4,5
17,7,5,19,19,30대,2,2,3,2
12,6,2,0,0,40대,2,2,5,3
3,14,2,16,12,40대,1,4,2,3
2,7,6,16,2,60대,1,1,4,5
1,11,5,16,10,40대,2,3,3,2
1,12,6,15,8,30대,2,4,3,2
4,4,2,12,10,40대,2,4,3,3
14,11,2,15,2,50대,1,2,1,3
1,16,2,0,0,20대,2,3,4,2
1,10,2,11,4,20대,1,4,3,3
14,8,2,0,0,40대,1,2,4,3
2,13,6,12,12,30대,1,4,3,3
1,10,3,12,8,30대,1,4,4,3
11,4,3,8,8,20대,1,3,4,2
6,15,5,13,6,40대,1,4,3,4
12,15,6,17,14,60대,2,2,1,5
1,16,3,16,10,30대,2,3,3,3
4,7,2,0,0,20대,2,4,3,3
9,6,2,0,0,30대,2,4,4,3
1,6,5,17,13,40대,2,4,4,3
1,8,3,15,15,20대,2,2,4,2
2,2,4,16,3,30대,2,3,3,3
4,12,2,10,10,20대,2,4,3,3
1,8,4,15,10,40대,1,4,4,5
1,14,4,11,11,20대,2,4,4,2
1,3,6,21,6,30대,1,4,3,3
5,6,3,12,10,20대,1,3,5,4
12,4,2,0,0,30대,1,4,3,3
9,11,3,15,0,40대,2,5,3,3
2,13,6,15,6,30대,2,4,3,3
1,9,6,16,0,20대,1,4,3,3
15,8,2,0,0,40대,2,2,4,2
9,8,2,0,0,20대,2,2,3,2
1,15,6,16,16,30대,2,5,2,2
2,16,6,20,16,30대,2,4,7,3
5,4,6,15,12,30대,2,4,3,3
12,13,2,15,10,30대,1,4,3,3
1,6,5,17,17,40대,1,4,3,4
14,7,4,0,0,20대,2,4,3,2
7,2,6,12,12,30대,2,4,3,4
1,7,4,15,2,20대,2,2,3,2
6,7,6,19,17,40대,1,2,3,4
10,1,6,15,7,40대,1,3,3,3
1,10,6,15,12,30대,1,4,5,3
2,9,6,18,18,30대,2,2,3,3
1,8,6,23,15,50대,2,4,4,3
13,6,2,0,0,40대,1,2,4,3
2,5,5,0,0,30대,2,3,3,2
3,14,6,16,3,30대,1,3,3,4
3,2,4,22,22,30대,1,2,3,3
9,10,2,13,6,40대,2,2,3,2
1,6,6,14,13,40대,2,4,4,3
1,16,2,0,0,20대,2,3,4,3
9,11,2,21,0,50대,1,4,3,4
1,9,4,12,12,30대,1,4,4,4
15,13,5,10,0,30대,2,4,3,2
6,12,6,19,13,40대,1,4,3,3
17,16,2,15,10,20대,2,4,3,3
2,14,2,15,13,30대,2,4,4,3
10,1,6,15,5,40대,1,3,3,3
16,8,4,15,2,30대,1,2,4,3
9,13,4,25,10,50대,1,4,3,6
3,16,4,20,0,60대,1,2,1,4
9,11,5,15,13,50대,2,3,3,4
1,15,4,16,0,30대,2,2,3,2
15,12,3,22,10,40대,2,2,3,2
1,6,5,15,15,30대,1,4,3,3
4,5,3,14,0,30대,2,4,3,3
5,15,6,15,15,30대,1,4,3,4
1,12,5,22,20,50대,2,4,1,3
1,9,6,15,10,30대,2,4,3,4
4,10,3,25,0,30대,2,3,3,5
11,8,2,0,0,20대,1,2,4,3
1,8,6,23,14,20대,1,4,4,3
2,2,5,20,14,40대,2,2,3,5
9,2,4,0,0,30대,2,4,3,2
2,13,6,13,13,30대,2,4,3,3
3,13,2,0,0,30대,2,4,3,3
1,5,4,15,10,20대,2,4,3,3
13,9,6,22,13,20대,2,4,3,2
7,7,5,0,0,40대,2,2,3,3
2,6,6,23,18,40대,1,2,3,3
13,2,2,0,0,30대,2,2,3,2
1,5,6,0,0,30대,1,4,3,4
6,11,3,15,0,40대,2,2,3,2
2,7,6,21,12,40대,1,4,3,3
9,5,4,13,13,30대,1,5,3,4
16,16,2,12,0,20대,1,4,4,6
16,14,5,15,10,40대,2,3,4,2
4,8,2,15,0,30대,2,4,7,3
1,9,5,17,5,20대,2,2,1,3
16,5,4,4,4,30대,2,4,3,3
12,7,2,0,0,50대,1,2,7,4
10,3,4,18,10,30대,2,4,3,4
12,3,5,25,25,50대,1,4,3,6
4,1,5,15,9,20대,2,2,3,3
10,2,6,17,7,30대,1,4,3,4
2,4,5,15,0,30대,2,4,3,3
12,2,2,18,0,30대,2,3,3,3
9,6,2,0,0,20대,1,4,3,2
1,5,6,17,0,30대,1,4,3,2
1,6,6,14,14,40대,1,2,4,3
13,5,2,0,0,50대,1,2,7,4
2,6,5,16,8,30대,2,4,4,2
1,7,4,17,0,20대,2,3,3,2
1,6,4,14,14,30대,2,4,3,2
1,13,6,15,0,20대,1,4,3,3
15,7,2,0,0,50대,1,2,3,4
1,9,5,16,14,50대,2,4,3,4
2,8,4,15,14,30대,1,4,3,2
12,2,2,15,0,20대,2,2,3,2
1,9,3,21,10,40대,2,3,3,3
14,3,5,22,10,30대,2,4,3,4
1,11,3,19,19,30대,2,3,3,4
3,8,2,0,0,50대,2,2,4,2
14,2,3,23,5,50대,1,2,7,5
11,4,3,18,18,30대,1,4,3,4
5,13,5,12,0,30대,2,4,3,3
14,3,6,22,15,20대,1,3,3,2
2,12,4,0,0,30대,1,4,3,4
15,11,3,18,17,20대,1,3,3,2
10,7,4,0,0,40대,2,2,3,2
13,6,5,15,0,30대,1,4,4,3
14,3,6,23,20,20대,2,4,3,3
3,6,4,10,0,30대,2,3,3,2
11,11,3,22,20,40대,2,4,3,4
6,13,3,16,16,40대,1,4,3,4
6,3,3,22,5,40대,2,4,3,3
2,16,3,20,0,30대,1,3,3,4
1,13,6,12,12,30대,1,4,3,4
2,15,3,17,17,40대,1,5,4,4
2,7,3,10,10,30대,2,4,3,2
9,2,2,15,0,30대,1,2,7,3
9,8,3,15,2,20대,1,2,4,3
17,16,3,0,0,40대,2,2,3,2
2,2,6,25,16,30대,1,3,7,4
16,12,6,13,11,40대,2,2,2,3
9,2,3,15,0,30대,1,4,3,3
13,10,2,0,0,50대,1,4,3,4
2,4,2,0,0,20대,2,2,3,2
16,16,3,22,18,40대,2,2,3,2
2,5,3,16,16,30대,2,3,3,3
5,2,3,15,7,30대,1,4,3,3
11,13,4,18,4,50대,1,4,4,2
1,14,6,16,16,40대,2,4,4,3
1,6,3,0,0,40대,1,4,3,3
9,14,6,16,3,30대,1,4,3,3
7,12,2,21,21,50대,1,4,1,5
16,10,2,11,3,20대,2,4,3,3
3,16,5,20,11,30대,1,2,4,3
3,3,5,21,8,30대,1,4,2,3
6,3,5,15,15,20대,1,3,3,3
2,2,4,10,1,40대,1,4,1,4
9,2,4,12,8,40대,2,2,7,3
3,2,3,15,7,40대,1,4,7,4
15,14,4,15,10,20대,2,4,3,3
14,10,6,18,15,40대,1,3,3,3
1,11,2,11,6,30대,2,4,3,3
10,6,2,7,7,40대,2,3,3,3
5,12,4,22,14,30대,1,5,3,4
9,2,2,6,6,50대,2,2,3,3
10,11,4,12,0,20대,2,2,3,3
5,13,6,0,0,30대,1,3,3,3
1,6,6,14,12,60대,2,3,3,5
1,11,5,15,10,40대,2,2,3,2
17,7,2,10,10,30대,1,4,3,3
5,12,6,16,11,30대,1,5,3,4
1,6,2,15,15,40대,1,4,5,3
1,9,6,18,14,50대,1,3,3,3
11,12,2,0,0,40대,2,2,3,3
16,10,5,17,10,30대,1,4,3,4
5,10,2,15,7,20대,2,2,3,2
15,13,6,10,7,30대,1,4,3,2
2,8,5,15,15,20대,2,4,4,3
3,6,4,10,5,30대,2,3,3,2
7,14,5,21,20,30대,2,5,3,2
2,6,5,12,12,30대,2,4,4,2
1,8,6,23,18,30대,2,4,4,3
1,8,6,23,20,40대,2,2,4,5
9,2,4,0,0,50대,1,2,7,3
2,8,3,11,11,20대,2,4,4,2
13,7,4,0,0,50대,2,2,3,4
12,9,2,0,0,30대,1,3,2,2
9,16,2,0,0,20대,1,2,3,3
14,3,3,17,17,30대,1,4,3,4
1,14,6,15,0,20대,2,4,4,3
4,1,5,15,7,30대,1,4,3,4
16,16,3,19,19,20대,2,4,3,3
6,10,5,23,12,40대,2,3,3,4
2,16,6,20,16,50대,2,3,3,3
15,14,5,15,15,20대,2,4,3,2
13,11,4,15,0,30대,2,4,3,3
9,14,6,15,9,30대,2,4,4,3
2,2,6,25,14,40대,1,2,7,5
2,7,6,21,15,30대,2,4,3,3
16,6,2,0,0,30대,1,2,4,2
1,11,5,15,12,40대,2,3,3,3
1,12,3,21,10,40대,1,4,3,5
1,6,4,5,0,60대,1,3,9,3
16,14,3,15,15,30대,2,3,3,2
6,6,4,15,5,30대,1,2,3,3
10,11,3,20,20,30대,2,2,3,2
9,2,3,0,0,50대,1,5,1,3
11,13,3,0,0,40대,2,3,3,3
11,2,5,16,13,50대,1,4,8,3
1,6,2,0,0,20대,2,4,3,2
5,11,2,24,24,50대,1,4,3,4
2,7,6,17,10,20대,2,2,3,3
9,2,2,0,0,20대,2,4,3,2
9,9,4,15,12,50대,1,4,3,4
1,10,4,15,10,30대,2,4,2,5
12,5,4,14,7,30대,1,4,3,3
8,12,6,11,9,60대,1,2,1,3
10,8,2,0,0,50대,2,1,4,2
4,6,2,15,0,30대,1,2,5,3
4,2,2,15,9,30대,1,4,3,3
2,15,5,20,20,30대,1,4,3,3
1,6,5,0,0,30대,2,3,3,97
5,12,5,15,15,30대,1,4,3,4
14,10,6,18,16,30대,1,3,3,3
1,9,2,15,15,30대,2,5,2,4
1,5,5,16,5,30대,2,4,3,2
9,2,3,15,0,40대,2,4,3,3
2,9,2,23,12,40대,1,4,3,5
1,3,6,22,8,40대,1,4,2,4
12,6,5,13,9,50대,1,4,4,3
1,5,5,17,0,30대,2,4,3,2
11,6,3,0,0,50대,2,4,3,4
9,6,2,0,0,30대,2,2,4,2
9,7,4,25,0,60대,1,2,3,4
12,16,4,15,15,20대,2,4,3,3
6,12,6,12,12,30대,2,4,3,3
7,12,2,0,0,50대,1,4,2,4
5,5,4,13,9,40대,1,5,1,5
7,13,5,15,6,20대,1,3,9,3
3,2,3,17,15,30대,2,3,3,4
4,10,4,15,15,40대,2,4,3,4
9,16,4,22,8,40대,1,3,4,5
5,16,4,18,18,50대,2,4,4,4
14,5,2,0,0,50대,1,3,7,3
1,13,2,15,15,40대,2,4,3,2
1,13,6,22,4,40대,2,4,3,3
1,15,3,15,15,30대,2,3,3,3
15,10,4,15,15,20대,1,4,3,3
14,10,6,18,15,60대,1,4,3,5
13,5,2,25,0,20대,2,2,3,2
1,13,6,18,12,30대,1,4,3,3
1,5,4,0,0,40대,1,2,7,3
1,10,5,15,15,60대,2,4,1,5
1,12,6,15,14,20대,2,4,3,2
7,15,3,18,18,30대,2,4,3,3
13,2,5,18,14,20대,2,4,3,3
6,6,4,15,0,40대,2,2,3,3
15,7,2,12,12,30대,2,2,3,3
1,6,2,15,0,20대,2,4,4,2
10,10,4,19,0,30대,1,4,3,3
3,13,2,0,0,50대,2,2,3,2
8,12,6,11,11,20대,1,4,3,3
2,7,2,0,0,50대,2,2,4,2
13,6,2,0,0,50대,2,2,4,2
12,2,6,15,14,20대,1,2,8,2
1,5,6,15,3,30대,2,4,3,2
12,2,3,14,14,20대,2,4,3,2
12,2,6,12,7,20대,2,4,3,4
2,6,5,13,0,30대,2,4,4,4
13,13,4,15,9,40대,2,4,3,5
14,3,2,15,5,30대,1,4,8,4
13,10,4,0,0,30대,2,2,3,2
14,3,6,22,16,20대,1,4,3,3
10,2,6,15,0,30대,1,4,3,3
1,9,6,15,14,30대,1,4,3,5
1,5,6,12,0,30대,2,4,3,3
1,6,2,20,20,30대,2,4,3,3
5,3,5,15,13,20대,1,4,3,3
2,8,5,15,10,50대,1,2,4,4
9,8,2,0,0,60대,2,1,9,2
9,7,6,15,0,20대,2,3,3,3
1,15,6,15,11,20대,2,4,3,2
1,9,4,20,20,40대,1,4,3,4
15,1,2,15,15,60대,1,1,9,3
15,10,2,25,25,50대,1,3,3,4
3,16,2,14,13,30대,2,4,3,5
16,5,3,18,18,30대,1,4,3,3
3,8,2,0,0,50대,2,2,4,3
1,7,3,15,15,30대,2,3,3,3
1,6,5,0,0,50대,1,4,2,7
14,3,5,15,12,20대,1,4,3,3
11,2,4,20,3,40대,1,4,3,4
13,6,2,0,0,50대,2,4,4,3
1,9,6,17,7,20대,1,3,3,3
6,4,4,22,22,40대,2,4,3,3
14,6,2,0,0,20대,2,2,5,1
12,2,4,15,10,20대,2,4,3,2
11,2,6,15,5,30대,1,4,3,5
1,11,4,0,0,40대,2,4,3,4
6,5,6,0,0,30대,2,4,3,3
9,2,5,20,20,30대,1,4,3,3
16,5,3,13,0,40대,2,3,3,3
10,10,4,17,0,30대,1,4,3,3
5,13,4,0,0,50대,1,4,3,3
13,12,4,15,0,20대,2,2,3,3
5,6,4,15,0,30대,2,3,5,2
2,14,2,0,0,40대,2,3,4,2
5,10,6,19,14,40대,1,3,4,4
7,7,4,15,13,30대,2,4,3,3
5,15,6,16,10,30대,2,4,3,4
4,4,4,25,19,20대,2,4,7,2
14,5,2,6,0,30대,1,3,3,2
6,9,2,22,0,30대,2,3,3,3
13,6,3,16,5,20대,1,2,4,3
1,9,4,15,12,30대,1,4,3,3
1,11,6,16,16,20대,2,3,3,3
11,4,3,12,12,20대,2,4,3,2
16,11,2,15,15,30대,2,3,3,3
1,12,6,15,11,50대,1,4,2,3
6,5,5,13,10,20대,2,4,3,3
2,8,6,15,10,40대,1,2,4,5
1,12,6,16,16,20대,2,4,3,3
1,9,2,15,12,20대,2,3,3,2
15,2,2,18,5,20대,2,4,3,3
2,8,3,1,1,50대,2,3,4,3
1,15,4,15,15,30대,2,4,3,2
2,5,2,15,9,30대,2,3,3,2
7,13,3,15,5,50대,2,2,3,2
13,8,2,0,0,40대,2,4,4,5
14,7,2,0,0,30대,2,2,3,2
11,2,6,16,0,30대,2,2,7,3
4,7,3,13,10,20대,2,4,3,3
14,10,2,24,20,30대,2,2,3,4
15,5,2,0,0,30대,2,3,3,2
1,9,2,18,7,30대,1,4,3,3
1,6,2,15,15,40대,1,4,3,4
5,12,5,17,5,30대,2,4,3,4
3,8,3,0,0,20대,1,3,4,2
1,10,6,15,14,40대,2,4,4,4
1,5,5,19,10,30대,1,4,3,5
1,14,2,20,12,30대,2,4,3,4
12,15,6,17,17,30대,1,3,3,3
2,15,5,21,5,50대,1,4,2,5
9,2,2,18,18,30대,1,3,3,3
5,5,3,0,0,40대,1,4,1,4
1,14,5,15,12,50대,1,3,3,4
12,2,4,18,10,30대,2,3,3,4
16,5,6,17,5,30대,2,2,3,3
2,16,3,15,10,20대,1,4,3,2
15,1,2,0,0,50대,1,2,1,3
1,9,2,0,0,30대,1,4,3,4
3,16,4,0,0,30대,1,4,4,3
2,7,6,21,14,40대,1,3,3,4
3,8,2,0,0,50대,2,2,4,3
1,16,3,17,17,30대,1,3,3,5
5,15,6,19,19,30대,2,4,3,3
9,6,4,18,14,20대,1,3,4,3
1,14,3,12,2,40대,2,3,2,2
14,5,2,21,21,40대,1,2,7,6
